tweet_id,username,followers,created_at,tweet_text,source,likes,retweets,user_location
932172642865635328,singleton68,753,2017-11-19 09:04:11,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Staffordshire, UK"
932172602365431808,Neal_Atwell,64,2017-11-19 09:04:01,"RT @SpencerShawSol: Brexit and the future of UK employment law........On Friday, 17 November 2017, the European Commission, EU heads of gov…",Twitter for Android,0,1,"West Midlands, England"
932172332814274560,Lepimann,644,2017-11-19 09:02:57,"Again, as I feared. #Brexit is to force down environmental and employment standards. @Conservatives want to reverse… https://t.co/O9D80GQcuN",Twitter Web Client,1,0,Essex UK
932172150500446208,celebBROT,2564,2017-11-19 09:02:14,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932171735113388032,PhilipsWriting,246,2017-11-19 09:00:35,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,"Totnes, England"
932170817437388801,MFolgate,209,2017-11-19 08:56:56,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932170153508376576,jobrienturner,55,2017-11-19 08:54:18,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,"Cork, London & Brussels"
932170079848091648,Forest_Dane,722,2017-11-19 08:54:00,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932169847533907968,B37boy,757,2017-11-19 08:53:05,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,Yorkshire. since '79
932169784132816896,Alex_Lee_83,168,2017-11-19 08:52:50,"Eastern Europeans the only ones willing to work below average wages and not 100% sure on workers rights in UK. 

Em… https://t.co/QGCCLWWlSz",Twitter for Android,3,2,Basingstoke
932169223392067584,rwilloe,111,2017-11-19 08:50:36,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Nottingham
932168788778168320,Haggewoods,5198,2017-11-19 08:48:52,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,North Yorkshire
932168640631312384,pippip343,137,2017-11-19 08:48:17,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,crouch end
932168592698822657,Frodderama,70,2017-11-19 08:48:06,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Cheshire, United Kingdom"
932168215018508288,archiebeanie,75,2017-11-19 08:46:35,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,United Kingdom
932168087482388480,mariaoffduty,133,2017-11-19 08:46:05,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"London, England"
932167639685914625,brian_kieran,505,2017-11-19 08:44:18,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Nottinghamshire, UK"
932167167751180290,RossignolUK,517,2017-11-19 08:42:26,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,England
932166723071078401,KidaluRiver,4,2017-11-19 08:40:40,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932166314017337344,fred_fearn,538,2017-11-19 08:39:02,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932166148845600768,lauriep1,59,2017-11-19 08:38:23,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932165931232612352,Yeah_ThatBloke,104,2017-11-19 08:37:31,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Lite,0,1869,
932164902709547008,Pingachoo,9524,2017-11-19 08:33:26,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,Anywhere But Here!!!
932164878269337600,pekingribs,508,2017-11-19 08:33:20,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932164330010959872,IsNormareid,173,2017-11-19 08:31:09,RT @stevenroy27: @LabourRichard Your party #Labstained on Brexit vote this week. That is making employment prospects much worse,Twitter for Android,0,1,
932164017870852101,mrmarkf,1465,2017-11-19 08:29:55,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,Leeds
932163843668799494,ruthsraiders1,104,2017-11-19 08:29:13,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,Teddington
932163774722854917,hutchy1970,294,2017-11-19 08:28:57,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Sheffield UK
932163732742033408,Denbers,768,2017-11-19 08:28:47,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,Twickenham
932163328314572801,lindumcolonia,175,2017-11-19 08:27:10,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932163100933017601,EllPezz,715,2017-11-19 08:26:16,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Cardiff, UK"
932162986445279233,asherdustAJ,1264,2017-11-19 08:25:49,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Oxford
932162898188783617,1958Minerva,133,2017-11-19 08:25:28,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932162834330513409,alexlockton1,484,2017-11-19 08:25:13,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932162738696216576,William68142828,827,2017-11-19 08:24:50,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Belfast
932162677337722880,garymac948,143,2017-11-19 08:24:35,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Warrington, England"
932162671662772229,SuePainter2,45,2017-11-19 08:24:34,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932162647054798849,ZvomuyaPaul,569,2017-11-19 08:24:28,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Planet Mars 
932161907850731520,FrackFreeDonny,349,2017-11-19 08:21:32,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Doncaster, South Yorkshire"
932161825898086400,DohaScot,96,2017-11-19 08:21:12,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,East of Suez
932161739419942912,RemainerM,689,2017-11-19 08:20:52,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,London
932161715902480389,Ed1999King,743,2017-11-19 08:20:46,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932161347269414912,Scottishrob79,99,2017-11-19 08:19:18,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932161232643207168,shigham77,332,2017-11-19 08:18:51,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932161116557533184,GrahameLucas,44786,2017-11-19 08:18:23,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Lite,0,1869,Citizen of nowhere
932160693356388352,ditmasmedia,254,2017-11-19 08:16:42,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,"Yorkshire and The Humber, England"
932159164004098048,wrafter_colin,885,2017-11-19 08:10:38,"RT @business: Ireland may defy Brexit and hit full employment soon, finance minister says https://t.co/msAI02rIVb https://t.co/NoYYsb8b4g",Twitter for iPad,0,27,Dublin 
932158719256940544,bru_ha,186,2017-11-19 08:08:51,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932153044392914944,hughbarnard,874,2017-11-19 07:46:19,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,London
932149485920292864,DanielleCounter,522,2017-11-19 07:32:10,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,Citizen of Nowhere
932146824365912064,BrexitIE,250,2017-11-19 07:21:36,"RT @business: Ireland may defy Brexit and hit full employment soon, finance minister says https://t.co/msAI02rIVb https://t.co/NoYYsb8b4g",Twitter for iPhone,0,27,"Dublin City, Ireland"
932146406843932673,GrahamLawler,2794,2017-11-19 07:19:56,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Abergele, North Wales"
932144110563098624,RussellMorris7,308,2017-11-19 07:10:49,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Wigan, England"
932143721621213184,luxtine,1403,2017-11-19 07:09:16,"RT @DavidLammy: Just voted to protect employment rights, environmental protections, equalities, health and safety and consumer rights post-…",Twitter for Android,0,1462,Belgium
932141847375474688,sdbast,3180,2017-11-19 07:01:49,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Sussex England
932141471930748928,amandafclark,2570,2017-11-19 07:00:19,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,United Kingdom
932141321732673536,cakitch,215,2017-11-19 06:59:44,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"Norfolk, UK"
932141054509363200,pooleyss47,447,2017-11-19 06:58:40,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932137620607504384,macs_ianm,130,2017-11-19 06:45:01,"The #recruitment industry continues to be a great barometer for the broader #economy, according to MD @macs_JamesT… https://t.co/kl4q5bJKtJ",Buffer,0,0,"Little Eaton, England"
932136407321268224,moseleygal,670,2017-11-19 06:40:12,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932134983233363968,HmsGerlach,690,2017-11-19 06:34:32,No room for complacency — Brexit could have a large effect on the Irish economy Ireland and unemployment may start… https://t.co/WOIxWaYhEM,Twitter for iPad,0,1,"Zurich, Switzerland"
932133590644789248,chicamusique,1371,2017-11-19 06:29:00,"RT @Emma_Forage: Brexit? Nah, I'll be OK! Your indifference comes with a heavy price. Employment, Equality, Consumer, Health &amp; Safety and E…",Twitter for iPad,0,31,"South Coast, England."
932130659409321984,SuzieKadd,39,2017-11-19 06:17:22,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932130005076860928,lrr21Lewis,301,2017-11-19 06:14:46,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932121211315871744,sapphobint,319,2017-11-19 05:39:49,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Lite,0,1869,"London, UK"
932119129972240384,CllrJonSHarvey,2419,2017-11-19 05:31:33,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Talon (Plus),0,1869,Buckingham UK
932119053656887297,supernaut1969,794,2017-11-19 05:31:14,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Lite,0,1869,The Edge of Reality
932118601422827520,KatHumble,1037,2017-11-19 05:29:27,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Sunderland UK
932100299837321216,beverleyhb57,4320,2017-11-19 04:16:43,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Frome, England"
932098918443229184,phil31753,240,2017-11-19 04:11:14,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Perth and SE Asia
932097020755611649,jackjoh01219520,7470,2017-11-19 04:03:41,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,\europe
932093917872275456,CarreAndi,37,2017-11-19 03:51:22,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932093384470286336,cuteascherries,366,2017-11-19 03:49:14,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"London, England"
932090414915555329,francesbatters1,83,2017-11-19 03:37:26,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932082928561147904,KayDawnhammer,89,2017-11-19 03:07:42,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,"Light's Hope Chapel, Azeroth"
932076087810691072,BlogRedRobin,274,2017-11-19 02:40:31,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,"England, United Kingdom"
932075590580088834,merrywake,113,2017-11-19 02:38:32,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,Mostly London
932069156501016581,stephenbourne2,609,2017-11-19 02:12:58,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Staffordshire
932068226338557952,aveen_geologist,276,2017-11-19 02:09:16,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,cornwall
932066667290652672,Ripple_Rachel,214,2017-11-19 02:03:05,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,a small field
